station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2022-05-01 15:53,-118.3865,33.9382,32.00,63.00,53.10,70.07,130.00,6.00,0.00,29.83,1010.10,10.00,null,BKN,null,null,null,1800.00,null,null,null,null,null,null,null,null,null,null,63.00,KLAX 011553Z 13006KT 10SM BKN018 17/12 A2983 RMK AO2 SLP101 T01720117,null
LAX,2022-05-01 16:27,-118.3865,33.9382,32.00,64.00,53.10,67.66,140.00,3.00,0.00,29.84,null,10.00,null,SCT,null,null,null,2000.00,null,null,null,null,null,null,null,null,null,null,64.00,KLAX 011627Z 14003KT 10SM SCT020 18/12 A2984 RMK AO2 T01780117,null
LAX,2022-05-01 16:53,-118.3865,33.9382,32.00,66.00,53.10,63.10,null,3.00,0.00,29.84,1010.30,10.00,null,SCT,null,null,null,2200.00,null,null,null,null,null,null,null,null,null,null,66.00,KLAX 011653Z VRB03KT 10SM SCT022 19/12 A2984 RMK AO2 SLP103 T01890117,null
LAX,2022-05-01 17:53,-118.3865,33.9382,32.00,66.00,54.00,65.21,250.00,8.00,0.00,29.85,1010.70,10.00,null,FEW,null,null,null,2800.00,null,null,null,null,null,null,null,null,null,null,66.00,KLAX 011753Z 25008KT 10SM FEW028 19/12 A2985 RMK AO2 SLP107 T01890122 10200 20139 53008,null
LAX,2022-05-01 18:53,-118.3865,33.9382,32.00,66.90,54.00,63.21,270.00,9.00,0.00,29.85,1010.70,10.00,null,FEW,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,66.90,KLAX 011853Z 27009KT 10SM FEW026 19/12 A2985 RMK AO2 SLP107 T01940122,null
LAX,2022-05-01 19:53,-118.3865,33.9382,32.00,66.90,53.10,61.16,240.00,11.00,0.00,29.85,1010.60,10.00,null,FEW,null,null,null,2700.00,null,null,null,null,null,null,null,null,null,null,66.90,KLAX 011953Z 24011KT 10SM FEW027 19/12 A2985 RMK AO2 SLP106 T01940117,null
LAX,2022-05-01 20:53,-118.3865,33.9382,32.00,68.00,53.10,58.88,240.00,14.00,0.00,29.85,1010.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KLAX 012053Z 24014KT 10SM CLR 20/12 A2985 RMK AO2 SLP106 T02000117 57001,null
LAX,2022-05-01 21:53,-118.3865,33.9382,32.00,68.00,54.00,60.86,250.00,10.00,0.00,29.84,1010.40,10.00,null,FEW,null,null,null,3000.00,null,null,null,null,null,null,null,null,null,null,68.00,KLAX 012153Z 25010KT 10SM FEW030 20/12 A2984 RMK AO2 SLP104 T02000122,null
LAX,2022-05-01 22:53,-118.3865,33.9382,32.00,66.00,54.00,65.21,250.00,13.00,0.00,29.83,1010.20,10.00,null,FEW,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,66.00,KLAX 012253Z 25013KT 10SM FEW012 19/12 A2983 RMK AO2 SLP102 T01890122,null
LAX,2022-05-01 23:53,-118.3865,33.9382,32.00,64.90,53.10,65.56,270.00,11.00,0.00,29.83,1010.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.90,KLAX 012353Z 27011KT 10SM CLR 18/12 A2983 RMK AO2 SLP101 T01830117 10206 20178 56005,null
