station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2022-01-01 09:50,-118.3865,33.9382,32.00,51.80,41.00,66.48,20.00,8.00,0.00,29.92,null,9.00,null,SCT,null,null,null,2400.00,null,null,null,null,null,null,null,null,null,null,51.80,KLAX 010950Z 02008KT 9SM SCT024 11/05 A2992 RMK AO2,null
LAX,2022-01-01 09:53,-118.3865,33.9382,32.00,52.00,41.00,66.00,10.00,7.00,0.00,29.92,1013.10,9.00,null,FEW,null,null,null,2400.00,null,null,null,null,null,null,null,null,null,null,52.00,KLAX 010953Z 01007KT 9SM FEW024 11/05 A2992 RMK AO2 SLP131 T01110050,null
LAX,2022-01-01 10:53,-118.3865,33.9382,32.00,51.10,39.00,63.12,340.00,6.00,0.00,29.94,1013.90,10.00,null,SCT,BKN,BKN,null,2100.00,2800.00,3900.00,null,null,null,null,null,null,null,null,51.10,KLAX 011053Z 34006KT 10SM SCT021 BKN028 BKN039 11/04 A2994 RMK AO2 SLP139 T01060039,null
LAX,2022-01-01 11:11,-118.3865,33.9382,32.00,51.10,39.00,63.12,360.00,7.00,0.00,29.94,null,10.00,null,SCT,BKN,BKN,null,2300.00,3300.00,4000.00,null,null,null,null,null,null,null,null,51.10,KLAX 011111Z 36007KT 10SM SCT023 BKN033 BKN040 11/04 A2994 RMK AO2 T01060039,null
LAX,2022-01-01 11:53,-118.3865,33.9382,32.00,51.10,35.10,54.13,350.00,6.00,0.00,29.95,1014.10,10.00,null,SCT,SCT,BKN,null,2100.00,2600.00,4000.00,null,null,null,null,null,null,null,null,51.10,KLAX 011153Z 35006KT 10SM SCT021 SCT026 BKN040 11/02 A2995 RMK AO2 SLP141 T01060017 10128 20100 53009,null
LAX,2022-01-01 12:53,-118.3865,33.9382,32.00,50.00,33.10,52.06,350.00,4.00,0.00,29.98,1014.90,10.00,null,SCT,null,null,null,2100.00,null,null,null,null,null,null,null,null,null,null,50.00,KLAX 011253Z 35004KT 10SM SCT021 10/01 A2998 RMK AO2 SLP149 T01000006,null
LAX,2022-01-01 13:53,-118.3865,33.9382,32.00,50.00,32.00,49.81,350.00,9.00,0.00,30.01,1016.10,10.00,null,SCT,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,50.00,KLAX 011353Z 35009KT 10SM SCT026 10/00 A3001 RMK AO2 SLP161 T01000000,null
LAX,2022-01-01 14:53,-118.3865,33.9382,32.00,50.00,30.90,47.64,350.00,5.00,0.00,30.05,1017.50,10.00,null,BKN,null,null,null,2500.00,null,null,null,null,null,null,null,null,null,null,50.00,KLAX 011453Z 35005KT 10SM BKN025 10/M01 A3005 RMK AO2 SLP175 T01001006 53033,null
LAX,2022-01-01 15:43,-118.3865,33.9382,32.00,50.00,33.10,52.06,40.00,5.00,0.00,30.08,null,10.00,null,SCT,BKN,null,null,2900.00,3400.00,null,null,null,null,null,null,null,null,null,50.00,KLAX 011543Z 04005KT 10SM SCT029 BKN034 10/01 A3008 RMK AO2 T01000006,null
LAX,2022-01-01 15:53,-118.3865,33.9382,32.00,50.00,33.10,52.06,100.00,3.00,0.00,30.08,1018.60,10.00,null,SCT,BKN,null,null,2900.00,3400.00,null,null,null,null,null,null,null,null,null,50.00,KLAX 011553Z 10003KT 10SM SCT029 BKN034 10/01 A3008 RMK AO2 SLP186 T01000006,null
LAX,2022-01-01 16:53,-118.3865,33.9382,32.00,53.10,33.10,46.42,360.00,6.00,0.00,30.10,1019.30,10.00,null,SCT,BKN,null,null,2900.00,3400.00,null,null,null,null,null,null,null,null,null,53.10,KLAX 011653Z 36006KT 10SM SCT029 BKN034 12/01 A3010 RMK AO2 SLP193 T01170006,null
LAX,2022-01-01 17:53,-118.3865,33.9382,32.00,57.00,35.10,43.63,30.00,5.00,0.00,30.13,1020.10,10.00,null,FEW,SCT,null,null,3000.00,15000.00,null,null,null,null,null,null,null,null,null,57.00,KLAX 011753Z 03005KT 10SM FEW030 SCT150 14/02 A3013 RMK AO2 SLP201 T01390017 10139 20094 51027,null
LAX,2022-01-01 18:53,-118.3865,33.9382,32.00,60.10,41.00,49.21,null,4.00,0.00,30.13,1020.10,10.00,null,FEW,SCT,null,null,3000.00,20000.00,null,null,null,null,null,null,null,null,null,60.10,KLAX 011853Z VRB04KT 10SM FEW030 SCT200 16/05 A3013 RMK AO2 SLP201 T01560050,null
LAX,2022-01-01 19:53,-118.3865,33.9382,32.00,59.00,41.00,51.18,180.00,3.00,0.00,30.12,1019.80,10.00,null,FEW,SCT,null,null,3000.00,15000.00,null,null,null,null,null,null,null,null,null,59.00,KLAX 011953Z 18003KT 10SM FEW030 SCT150 15/05 A3012 RMK AO2 SLP198 T01500050,null
LAX,2022-01-01 20:53,-118.3865,33.9382,32.00,60.10,41.00,49.21,210.00,5.00,0.00,30.11,1019.60,10.00,null,FEW,SCT,null,null,3000.00,15000.00,null,null,null,null,null,null,null,null,null,60.10,KLAX 012053Z 21005KT 10SM FEW030 SCT150 16/05 A3011 RMK AO2 SLP196 T01560050 58005,null
LAX,2022-01-01 21:53,-118.3865,33.9382,32.00,60.10,39.90,47.15,230.00,6.00,0.00,30.12,1019.90,10.00,null,FEW,SCT,null,null,3000.00,15000.00,null,null,null,null,null,null,null,null,null,60.10,KLAX 012153Z 23006KT 10SM FEW030 SCT150 16/04 A3012 RMK AO2 SLP199 T01560044,null
LAX,2022-01-01 22:53,-118.3865,33.9382,32.00,60.10,39.90,47.15,270.00,7.00,0.00,30.14,1020.40,10.00,null,FEW,SCT,null,null,3000.00,20000.00,null,null,null,null,null,null,null,null,null,60.10,KLAX 012253Z 27007KT 10SM FEW030 SCT200 16/04 A3014 RMK AO2 SLP204 T01560044,null
LAX,2022-01-01 23:53,-118.3865,33.9382,32.00,59.00,41.00,51.18,260.00,10.00,0.00,30.16,1021.10,10.00,null,FEW,FEW,null,null,5000.00,25000.00,null,null,null,null,null,null,null,null,null,59.00,KLAX 012353Z 26010KT 10SM FEW050 FEW250 15/05 A3016 RMK AO2 SLP211 T01500050 10161 20139 53015,null
