station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2022-06-01 10:53,-118.3865,33.9382,32.00,62.10,55.90,80.11,0.00,0.00,0.00,29.85,1010.60,10.00,null,FEW,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,62.10,KLAX 011053Z 00000KT 10SM FEW008 17/13 A2985 RMK AO2 SLP106 T01670133,null
LAX,2022-06-01 11:53,-118.3865,33.9382,32.00,60.10,55.00,83.23,0.00,0.00,0.00,29.86,1010.70,10.00,null,FEW,FEW,SCT,null,800.00,20000.00,25000.00,null,null,null,null,null,null,null,null,60.10,KLAX 011153Z 00000KT 10SM FEW008 FEW200 SCT250 16/13 A2986 RMK AO2 SLP107 T01560128 10172 20156 53003,null
LAX,2022-06-01 12:53,-118.3865,33.9382,32.00,60.10,55.00,83.23,90.00,3.00,0.00,29.86,1011.00,10.00,null,FEW,FEW,null,null,800.00,20000.00,null,null,null,null,null,null,null,null,null,60.10,KLAX 011253Z 09003KT 10SM FEW008 FEW200 16/13 A2986 RMK AO2 SLP110 T01560128,null
LAX,2022-06-01 13:53,-118.3865,33.9382,32.00,63.00,57.00,80.76,100.00,3.00,0.00,29.87,1011.40,8.00,null,FEW,null,null,null,20000.00,null,null,null,null,null,null,null,null,null,null,63.00,KLAX 011353Z 10003KT 8SM FEW200 17/14 A2987 RMK AO2 SLP114 T01720139,null
LAX,2022-06-01 14:53,-118.3865,33.9382,32.00,64.90,57.90,78.05,100.00,4.00,0.00,29.88,1011.70,8.00,null,FEW,null,null,null,18000.00,null,null,null,null,null,null,null,null,null,null,64.90,KLAX 011453Z 10004KT 8SM FEW180 18/14 A2988 RMK AO2 SLP117 T01830144 53009,null
LAX,2022-06-01 15:53,-118.3865,33.9382,32.00,68.00,57.90,70.10,160.00,4.00,0.00,29.88,1011.80,9.00,null,FEW,FEW,null,null,3000.00,18000.00,null,null,null,null,null,null,null,null,null,68.00,KLAX 011553Z 16004KT 9SM FEW030 FEW180 20/14 A2988 RMK AO2 SLP118 T02000144,null
LAX,2022-06-01 16:53,-118.3865,33.9382,32.00,72.00,57.90,61.15,0.00,0.00,0.00,29.88,1011.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KLAX 011653Z 00000KT 10SM CLR 22/14 A2988 RMK AO2 SLP116 T02220144,null
LAX,2022-06-01 17:53,-118.3865,33.9382,32.00,71.10,59.00,65.58,260.00,8.00,0.00,29.87,1011.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.10,KLAX 011753Z 26008KT 10SM CLR 22/15 A2987 RMK AO2 SLP115 T02170150 10228 20150 58002,null
LAX,2022-06-01 18:53,-118.3865,33.9382,32.00,72.00,59.00,63.61,240.00,8.00,0.00,29.87,1011.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KLAX 011853Z 24008KT 10SM CLR 22/15 A2987 RMK AO2 SLP114 T02220150,null
LAX,2022-06-01 19:53,-118.3865,33.9382,32.00,73.00,57.90,59.12,250.00,10.00,0.00,29.87,1011.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KLAX 011953Z 25010KT 10SM CLR 23/14 A2987 RMK AO2 SLP114 T02280144,null
LAX,2022-06-01 20:53,-118.3865,33.9382,32.00,71.10,57.90,63.05,250.00,14.00,0.00,29.86,1011.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.10,KLAX 012053Z 25014KT 10SM CLR 22/14 A2986 RMK AO2 SLP111 T02170144 58004,null
LAX,2022-06-01 21:53,-118.3865,33.9382,32.00,72.00,57.00,59.20,250.00,12.00,0.00,29.85,1010.60,10.00,null,FEW,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,72.00,KLAX 012153Z 25012KT 10SM FEW015 22/14 A2985 RMK AO2 SLP106 T02220139,null
LAX,2022-06-01 22:53,-118.3865,33.9382,32.00,71.10,57.00,61.04,250.00,14.00,0.00,29.83,1010.10,10.00,null,FEW,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,71.10,KLAX 012253Z 25014KT 10SM FEW015 22/14 A2983 RMK AO2 SLP101 T02170139,null
LAX,2022-06-01 23:53,-118.3865,33.9382,32.00,70.00,57.90,65.45,240.00,12.00,0.00,29.83,1009.80,10.00,null,FEW,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,70.00,KLAX 012353Z 24012KT 10SM FEW015 21/14 A2983 RMK AO2 SLP098 T02110144 10233 20211 56013,null
