station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2022-08-01 09:53,-118.3865,33.9382,32.00,69.10,64.90,86.48,250.00,5.00,0.00,30.01,1015.90,10.00,null,FEW,FEW,SCT,BKN,600.00,1000.00,11000.00,15000.00,null,null,null,null,null,null,null,69.10,KLAX 010953Z 25005KT 10SM FEW006 FEW010 SCT110 BKN150 21/18 A3001 RMK AO2 SLP159 T02060183,null
LAX,2022-08-01 10:53,-118.3865,33.9382,32.00,69.10,64.90,86.48,320.00,5.00,0.00,30.00,1015.40,10.00,null,FEW,FEW,SCT,SCT,400.00,1000.00,10000.00,16000.00,null,null,null,null,null,null,null,69.10,KLAX 011053Z 32005KT 10SM FEW004 FEW010 SCT100 SCT160 21/18 A3000 RMK AO2 SLP154 T02060183,null
LAX,2022-08-01 11:53,-118.3865,33.9382,32.00,69.10,64.90,86.48,260.00,4.00,0.00,29.99,1015.30,10.00,null,FEW,FEW,SCT,SCT,500.00,1000.00,10000.00,16000.00,null,null,null,null,null,null,null,69.10,KLAX 011153Z 26004KT 10SM FEW005 FEW010 SCT100 SCT160 21/18 A2999 RMK AO2 SLP153 T02060183 10217 20206 57010,null
LAX,2022-08-01 12:53,-118.3865,33.9382,32.00,69.10,64.90,86.48,260.00,5.00,0.00,29.99,1015.20,9.00,null,FEW,FEW,SCT,SCT,400.00,1000.00,10000.00,18000.00,null,null,null,null,null,null,null,69.10,KLAX 011253Z 26005KT 9SM FEW004 FEW010 SCT100 SCT180 21/18 A2999 RMK AO2 SLP152 T02060183,null
LAX,2022-08-01 13:53,-118.3865,33.9382,32.00,70.00,64.90,83.86,270.00,7.00,0.00,30.01,1015.80,7.00,null,FEW,FEW,SCT,BKN,800.00,10000.00,14000.00,18000.00,null,null,null,null,null,null,null,70.00,KLAX 011353Z 27007KT 7SM FEW008 FEW100 SCT140 BKN180 21/18 A3001 RMK AO2 SLP158 T02110183,null
LAX,2022-08-01 14:53,-118.3865,33.9382,32.00,71.10,64.00,78.28,260.00,9.00,0.00,30.01,1016.10,8.00,null,FEW,FEW,SCT,BKN,1500.00,10000.00,14000.00,18000.00,null,null,null,null,null,null,null,71.10,KLAX 011453Z 26009KT 8SM FEW015 FEW100 SCT140 BKN180 22/18 A3001 RMK AO2 SLP161 T02170178 53008,null
LAX,2022-08-01 15:53,-118.3865,33.9382,32.00,72.00,64.00,75.92,260.00,9.00,0.00,30.02,1016.40,9.00,null,FEW,FEW,SCT,BKN,1000.00,12000.00,15000.00,20000.00,null,null,null,null,null,null,null,72.00,KLAX 011553Z 26009KT 9SM FEW010 FEW120 SCT150 BKN200 22/18 A3002 RMK AO2 SLP164 T02220178,null
LAX,2022-08-01 16:53,-118.3865,33.9382,32.00,72.00,64.00,75.92,260.00,10.00,0.00,30.02,1016.40,9.00,null,FEW,FEW,SCT,BKN,1000.00,12000.00,16000.00,20000.00,null,null,null,null,null,null,null,72.00,KLAX 011653Z 26010KT 9SM FEW010 FEW120 SCT160 BKN200 22/18 A3002 RMK AO2 SLP164 T02220178,null
LAX,2022-08-01 17:53,-118.3865,33.9382,32.00,73.00,64.00,73.40,240.00,8.00,0.00,30.03,1016.80,10.00,null,FEW,FEW,SCT,BKN,1000.00,12000.00,15000.00,20000.00,null,null,null,null,null,null,null,73.00,KLAX 011753Z 24008KT 10SM FEW010 FEW120 SCT150 BKN200 23/18 A3003 RMK AO2 SLP168 T02280178 10233 20206 53007,null
LAX,2022-08-01 18:53,-118.3865,33.9382,32.00,75.00,64.00,68.64,260.00,9.00,0.00,30.01,1015.90,10.00,null,FEW,SCT,SCT,BKN,1000.00,12000.00,16000.00,20000.00,null,null,null,null,null,null,null,75.00,KLAX 011853Z 26009KT 10SM FEW010 SCT120 SCT160 BKN200 24/18 A3001 RMK AO2 SLP159 T02390178 $,null
LAX,2022-08-01 19:53,-118.3865,33.9382,32.00,75.90,64.00,66.60,250.00,12.00,0.00,30.00,1015.60,10.00,null,FEW,FEW,SCT,BKN,1000.00,12000.00,16000.00,20000.00,null,null,null,null,null,null,null,75.90,KLAX 011953Z 25012KT 10SM FEW010 FEW120 SCT160 BKN200 24/18 A3000 RMK AO2 SLP156 T02440178 $,null
LAX,2022-08-01 20:53,-118.3865,33.9382,32.00,75.90,64.00,66.60,250.00,13.00,0.00,29.99,1015.30,10.00,null,FEW,FEW,SCT,BKN,2200.00,12000.00,16000.00,22000.00,null,null,null,null,null,null,null,75.90,KLAX 012053Z 25013KT 10SM FEW022 FEW120 SCT160 BKN220 24/18 A2999 RMK AO2 SLP153 T02440178 56015 $,null
LAX,2022-08-01 21:53,-118.3865,33.9382,32.00,78.10,62.10,57.92,250.00,10.00,0.00,29.97,1014.80,10.00,null,FEW,SCT,BKN,null,10000.00,15000.00,25000.00,null,null,null,null,null,null,null,null,78.10,KLAX 012153Z 25010KT 10SM FEW100 SCT150 BKN250 26/17 A2997 RMK AO2 SLP148 TCU DSNT NE T02560167 $,null
LAX,2022-08-01 22:53,-118.3865,33.9382,32.00,75.90,63.00,64.31,250.00,13.00,0.00,29.96,1014.50,10.00,null,FEW,FEW,SCT,BKN,1000.00,10000.00,15000.00,25000.00,null,null,null,null,null,null,null,75.90,KLAX 012253Z 25013KT 10SM FEW010 FEW100 SCT150 BKN250 24/17 A2996 RMK AO2 SLP145 T02440172 $,null
LAX,2022-08-01 23:53,-118.3865,33.9382,32.00,73.90,62.10,66.61,250.00,12.00,0.00,29.96,1014.50,10.00,null,FEW,FEW,SCT,SCT,1000.00,10000.00,15000.00,25000.00,null,null,null,null,null,null,null,73.90,KLAX 012353Z 25012KT 10SM FEW010 FEW100 SCT150 SCT250 23/17 A2996 RMK AO2 SLP145 T02330167 10256 20222 56008 $,null
